Question ID,Row Label,Column Label,Question Text,Status,First Year,Last Year,Description Count
11C05,"Geosciences, atmospheric sciences, and ocean sciences, all",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D01,"Life sciences, agricultural sciences",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D01,"Life sciences, agricultural sciences",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D01,"Life sciences, agricultural sciences",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D01,"Life sciences, agricultural sciences",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D01,"Life sciences, agricultural sciences",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D01,"Life sciences, agricultural sciences",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D02,"Life sciences, biological and biomedical sciences",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D02,"Life sciences, biological and biomedical sciences",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D02,"Life sciences, biological and biomedical sciences",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D02,"Life sciences, biological and biomedical sciences",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D02,"Life sciences, biological and biomedical sciences",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D02,"Life sciences, biological and biomedical sciences",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D03,"Life sciences, health sciences",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D03,"Life sciences, health sciences",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D03,"Life sciences, health sciences",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D03,"Life sciences, health sciences",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D03,"Life sciences, health sciences",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D03,"Life sciences, health sciences",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D04,"Life sciences, natural resources and conservation",All other sources,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11D04,"Life sciences, natural resources and conservation",Business,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11D04,"Life sciences, natural resources and conservation",Institution funds,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11D04,"Life sciences, natural resources and conservation",Nonprofit organziations,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11D04,"Life sciences, natural resources and conservation",State and local government,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11D04,"Life sciences, natural resources and conservation",Total,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11D05,"Life sciences, other",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D05,"Life sciences, other",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D05,"Life sciences, other",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D05,"Life sciences, other",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D05,"Life sciences, other",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D05,"Life sciences, other",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D06,"Life sciences, all",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D06,"Life sciences, all",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D06,"Life sciences, all",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D06,"Life sciences, all",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D06,"Life sciences, all",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11D06,"Life sciences, all",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11E,"Mathematics and statistics, all",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11E,"Mathematics and statistics, all",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11E,"Mathematics and statistics, all",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11E,"Mathematics and statistics, all",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11E,"Mathematics and statistics, all",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11E,"Mathematics and statistics, all",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F01,"Physical sciences, astronomy and astrophysics",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F01,"Physical sciences, astronomy and astrophysics",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F01,"Physical sciences, astronomy and astrophysics",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F01,"Physical sciences, astronomy and astrophysics",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F01,"Physical sciences, astronomy and astrophysics",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F01,"Physical sciences, astronomy and astrophysics",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F02,"Physical sciences, chemistry",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F02,"Physical sciences, chemistry",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F02,"Physical sciences, chemistry",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F02,"Physical sciences, chemistry",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F02,"Physical sciences, chemistry",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F02,"Physical sciences, chemistry",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F03,"Physical sciences, materials science",All other sources,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11F03,"Physical sciences, materials science",Business,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11F03,"Physical sciences, materials science",Institution funds,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11F03,"Physical sciences, materials science",Nonprofit organziations,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11F03,"Physical sciences, materials science",State and local government,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11F03,"Physical sciences, materials science",Total,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11F04,"Physical sciences, physics",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F04,"Physical sciences, physics",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F04,"Physical sciences, physics",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F04,"Physical sciences, physics",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F04,"Physical sciences, physics",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F04,"Physical sciences, physics",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F05,"Physical sciences, other",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F05,"Physical sciences, other",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F05,"Physical sciences, other",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F05,"Physical sciences, other",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F05,"Physical sciences, other",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F05,"Physical sciences, other",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F06,"Physical sciences, all",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F06,"Physical sciences, all",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F06,"Physical sciences, all",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F06,"Physical sciences, all",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F06,"Physical sciences, all",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11F06,"Physical sciences, all",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11G,"Psychology, all",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11G,"Psychology, all",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11G,"Psychology, all",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11G,"Psychology, all",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11G,"Psychology, all",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11G,"Psychology, all",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H01,"Social sciences, anthropology",All other sources,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11H01,"Social sciences, anthropology",Business,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11H01,"Social sciences, anthropology",Institution funds,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11H01,"Social sciences, anthropology",Nonprofit organziations,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11H01,"Social sciences, anthropology",State and local government,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11H01,"Social sciences, anthropology",Total,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11H02,"Social sciences, economics",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H02,"Social sciences, economics",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H02,"Social sciences, economics",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H02,"Social sciences, economics",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H02,"Social sciences, economics",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H02,"Social sciences, economics",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H03,"Social sciences, political science and government",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H03,"Social sciences, political science and government",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H03,"Social sciences, political science and government",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H03,"Social sciences, political science and government",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H03,"Social sciences, political science and government",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H03,"Social sciences, political science and government",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H04,"Social sciences, sociology, demography, and population studies",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H04,"Social sciences, sociology, demography, and population studies",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H04,"Social sciences, sociology, demography, and population studies",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H04,"Social sciences, sociology, demography, and population studies",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H04,"Social sciences, sociology, demography, and population studies",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H04,"Social sciences, sociology, demography, and population studies",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H05,"Social sciences, other",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H05,"Social sciences, other",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H05,"Social sciences, other",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H05,"Social sciences, other",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H05,"Social sciences, other",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H05,"Social sciences, other",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H06,"Social sciences, all",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H06,"Social sciences, all",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H06,"Social sciences, all",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H06,"Social sciences, all",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H06,"Social sciences, all",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11H06,"Social sciences, all",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11I,"Other sciences, all",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11I,"Other sciences, all",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11I,"Other sciences, all",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11I,"Other sciences, all",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11I,"Other sciences, all",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11I,"Other sciences, all",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J01,"Non-S&E, business management and business administration",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J01,"Non-S&E, business management and business administration",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J01,"Non-S&E, business management and business administration",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J01,"Non-S&E, business management and business administration",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J01,"Non-S&E, business management and business administration",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J01,"Non-S&E, business management and business administration",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J02,"Non-S&E, communication and communications technologies",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J02,"Non-S&E, communication and communications technologies",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J02,"Non-S&E, communication and communications technologies",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J02,"Non-S&E, communication and communications technologies",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J02,"Non-S&E, communication and communications technologies",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J02,"Non-S&E, communication and communications technologies",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J03,"Non-S&E, education",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J03,"Non-S&E, education",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J03,"Non-S&E, education",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J03,"Non-S&E, education",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J03,"Non-S&E, education",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J03,"Non-S&E, education",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J04,"Non-S&E, humanities",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J04,"Non-S&E, humanities",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J04,"Non-S&E, humanities",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J04,"Non-S&E, humanities",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J04,"Non-S&E, humanities",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J04,"Non-S&E, humanities",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J05,"Non-S&E, law",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J05,"Non-S&E, law",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J05,"Non-S&E, law",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J05,"Non-S&E, law",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J05,"Non-S&E, law",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J05,"Non-S&E, law",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J06,"Non-S&E, social work",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J06,"Non-S&E, social work",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J06,"Non-S&E, social work",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J06,"Non-S&E, social work",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J06,"Non-S&E, social work",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J06,"Non-S&E, social work",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J07,"Non-S&E, visual and performing arts",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J07,"Non-S&E, visual and performing arts",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J07,"Non-S&E, visual and performing arts",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J07,"Non-S&E, visual and performing arts",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J07,"Non-S&E, visual and performing arts",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J07,"Non-S&E, visual and performing arts",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J08,"Non-S&E, other",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J08,"Non-S&E, other",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J08,"Non-S&E, other",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J08,"Non-S&E, other",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J08,"Non-S&E, other",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J08,"Non-S&E, other",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J09,"Non-S&E, all",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J09,"Non-S&E, all",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J09,"Non-S&E, all",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J09,"Non-S&E, all",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J09,"Non-S&E, all",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11J09,"Non-S&E, all",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11K,All,All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11K,All,Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11K,All,Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11K,All,Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11K,All,State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11K,All,Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
12.a,"Salaries, wages, and fringe benefits",,Type of cost,Consistent,20102010,20242024,1
12.b1,"Software, noncapitalized",,Type of cost,Consistent,20102010,20242024,1
12.b2,"Software, capitalized",,Type of cost,Consistent,20102010,20242024,1
12.c,"Equipment, capitalized",,Type of cost,Consistent,20102010,20242024,1
12.d,R&D passed through to subrecipients,,Type of cost,Consistent,20102010,20242024,1
12.e,Other direct costs,,Type of cost,Consistent,20102010,20242024,1
12.f,Indirect costs,,Type of cost,Consistent,20102010,20242024,1
13,Equipment,,Capitalization thresholds,Consistent,20102010,20242024,1
13,Software,,Capitalization thresholds,Consistent,20102010,20242024,1
14A,"Computer and information sciences, all",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14A,"Computer and information sciences, all",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14A,"Computer and information sciences, all",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B01,"Engineering, aerospace, aeronautical, and astronautical",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B01,"Engineering, aerospace, aeronautical, and astronautical",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B01,"Engineering, aerospace, aeronautical, and astronautical",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B02,"Engineering, bioengineering and biomedical engineering",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B02,"Engineering, bioengineering and biomedical engineering",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B02,"Engineering, bioengineering and biomedical engineering",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B03,"Engineering, chemical",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B03,"Engineering, chemical",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B03,"Engineering, chemical",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B04,"Engineering, civil",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B04,"Engineering, civil",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B04,"Engineering, civil",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B05,"Engineering, electrical, electronic, and communications",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B05,"Engineering, electrical, electronic, and communications",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B05,"Engineering, electrical, electronic, and communications",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B06,"Engineering, industrial and manufacturing",Federal,Capitalized equipment expenditures by field and source,New / Added,20162016,20242024,1
14B06,"Engineering, industrial and manufacturing",Nonfederal,Capitalized equipment expenditures by field and source,New / Added,20162016,20242024,1
14B06,"Engineering, industrial and manufacturing",Total,Capitalized equipment expenditures by field and source,New / Added,20162016,20242024,1
14B07,"Engineering, mechanical",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B07,"Engineering, mechanical",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B07,"Engineering, mechanical",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B08,"Engineering, metallurgical and materials",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B08,"Engineering, metallurgical and materials",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B08,"Engineering, metallurgical and materials",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B09,"Engineering, other",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B09,"Engineering, other",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B09,"Engineering, other",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B10,"Engineering, all",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B10,"Engineering, all",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14B10,"Engineering, all",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14C01,"Geosciences, atmospheric sciences, and ocean sciences, atmospheric science and meteorology",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14C01,"Geosciences, atmospheric sciences, and ocean sciences, atmospheric science and meteorology",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14C01,"Geosciences, atmospheric sciences, and ocean sciences, atmospheric science and meteorology",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14C02,"Geosciences, atmospheric sciences, and ocean sciences, geological and earth sciences",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14C02,"Geosciences, atmospheric sciences, and ocean sciences, geological and earth sciences",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14C02,"Geosciences, atmospheric sciences, and ocean sciences, geological and earth sciences",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14C03,"Geosciences, atmospheric sciences, and ocean sciences, ocean sciences and marine sciences",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14C03,"Geosciences, atmospheric sciences, and ocean sciences, ocean sciences and marine sciences",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14C03,"Geosciences, atmospheric sciences, and ocean sciences, ocean sciences and marine sciences",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14C04,"Geosciences, atmospheric sciences, and ocean sciences, other",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14C04,"Geosciences, atmospheric sciences, and ocean sciences, other",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14C04,"Geosciences, atmospheric sciences, and ocean sciences, other",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14C05,"Geosciences, atmospheric sciences, and ocean sciences, all",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14C05,"Geosciences, atmospheric sciences, and ocean sciences, all",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14C05,"Geosciences, atmospheric sciences, and ocean sciences, all",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14D01,"Life sciences, agricultural sciences",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14D01,"Life sciences, agricultural sciences",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14D01,"Life sciences, agricultural sciences",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14D02,"Life sciences, biological and biomedical sciences",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14D02,"Life sciences, biological and biomedical sciences",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14D02,"Life sciences, biological and biomedical sciences",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14D03,"Life sciences, health sciences",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14D03,"Life sciences, health sciences",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14D03,"Life sciences, health sciences",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14D04,"Life sciences, natural resources and conservation",Federal,Capitalized equipment expenditures by field and source,New / Added,20162016,20242024,1
14D04,"Life sciences, natural resources and conservation",Nonfederal,Capitalized equipment expenditures by field and source,New / Added,20162016,20242024,1
14D04,"Life sciences, natural resources and conservation",Total,Capitalized equipment expenditures by field and source,New / Added,20162016,20242024,1
14D05,"Life sciences, other",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14D05,"Life sciences, other",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14D05,"Life sciences, other",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14D06,"Life sciences, all",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14D06,"Life sciences, all",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14D06,"Life sciences, all",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14E,"Mathematics and statistics, all",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14E,"Mathematics and statistics, all",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14E,"Mathematics and statistics, all",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14F01,"Physical sciences, astronomy and astrophysics",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
